1024 102438
1 555 6.267374924774776e-05
1 559 0.040114183446519416
1 569 0.03002779076989518
1 576 0.0002476384110838686
1 581 0.04654532170155593
1 591 0.13942363880261327
1 596 6.598533776667072e-05
1 597 0.0007229108031643224
1 613 0.07926275838247096
1 620 0.08785932040850318
1 626 0.3288127462301071
1 650 0.0009792001801557327
1 658 0.0832256928153074
1 674 0.0018798843211646906
1 678 0.0005790674746215798
1 688 0.045897349330827425
1 696 0.00048320048014420227
1 713 0.2133136023841659
1 733 0.1992988523401525
1 736 0.11735028607001115
1 749 0.0006573088260290264
1 752 0.1437735525054768
1 765 0.4642006527548315
1 773 0.08509107890820236
1 774 0.27912500925727945
1 779 0.021304519798819685
1 788 0.010345733276414587
1 799 0.3362761132550124
1 815 2.458640054479143e-06
1 830 2.9215723811268226e-05
1 836 0.16640420350996016
1 846 0.04311892893037411
1 848 0.0006165543181611291
1 850 0.0006317569537114662
1 867 0.1676609282427674
1 876 0.5772048856414205
1 877 0.0703587232908699
1 884 0.06039802082804441
1 905 0.46247796302201377
1 909 0.35050040064936233
1 916 0.00012591998634221423
1 917 0.019966202502682308
1 930 0.5223302181126732
1 939 0.4823891462789431
1 944 0.0005220280085987429
1 947 0.24349199199375976
1 960 0.4044079606683963
1 964 0.19430366913871971
1 965 0.007896070924132418
1 969 0.05591999628017882
1 972 0.12776688753122056
1 986 0.051090238320204415
1 988 0.001224013125693564
1 1002 0.10563503816599654
1 1008 0.1375766829017736
1 1015 0.22242190457581187
1 1023 0.04354058203629542
1 1024 0.5189771290562881
2 1 0.0013656077370732362
2 2 2.459928100828813
2 16 0.0008630729369938696
2 22 0.020994441809152085
2 23 0.22601642648302084
2 47 0.16722835381857187
2 50 0.5605714737955351
2 86 0.0038172192596376514
2 89 0.0013381647178387162
2 91 0.2875343711208878
2 107 0.00024268336059750858
2 112 0.8113214201267951
2 133 0.2649035309799622
2 175 0.011430725864746891
2 183 0.5137778824714756
2 208 0.0017513012518006034
2 241 0.006696055785003356
2 248 0.12826854135806148
2 272 0.06425051227839508
2 276 0.30768384565299844
2 277 0.4429691824678182
2 279 0.00033167134917218137
2 285 0.05487140383065723
2 288 0.0256761149283657
2 290 0.47847563374853064
2 294 0.2813352077010862
2 298 0.17728728996001153
2 316 0.17205478018971634
2 334 0.02301330636311222
2 353 0.07622242392440211
2 354 5.145212629400222e-06
2 361 0.010947914485305984
2 368 0.01778566203246372
2 369 0.08499387831009811
2 399 0.000624818532312145
2 414 0.013500464388409687
2 435 0.42906803120687725
2 458 0.036515733756504874
2 460 0.004996328523714337
2 461 0.0030362472730331653
2 464 0.4322125445547973
2 476 0.040770964665147465
2 483 0.5498820924360842
2 485 0.02344158888355051
2 487 0.00145631465317608
2 493 0.5292400478671635
2 498 0.0017169617806106314
2 530 0.5506204872677751
2 535 0.05853695481247147
2 554 0.0024009426586551748
2 559 0.0047732578411483545
2 590 0.0005279534203929407
2 597 0.27976621120298417
2 600 0.0448922963536602
2 605 0.06589343474196432
2 608 0.07540643705962166
2 612 0.00039255308223422406
2 621 0.4325335760281891
2 626 0.021482748904489483
2 636 0.02753344239776424
2 638 5.1199210786693413e-05
2 650 0.6040675164274015
2 655 0.0338315153806212
2 671 0.006876470276026079
2 695 0.2020582188501431
2 696 0.2980858458694467
2 697 0.04584300806127095
2 704 0.0037346923297589423
2 712 0.10554576627603
2 743 0.040960678536433835
2 777 0.011857805460290359
2 782 0.0001513690061995159
2 788 0.028856955243825404
2 789 0.25760736651818356
2 820 0.006378218551528444
2 830 0.255583331811623
2 839 0.02600511729294195
2 844 0.05322000305933297
2 878 0.008522965988452019
2 887 0.1722596458470695
2 895 0.1494322376989233
2 914 0.04424236661777207
2 933 0.0018712900142488463
2 934 0.03273426402792248
2 951 0.12012632772195803
2 961 0.011862126080163756
2 988 0.7550923538378633
2 1003 0.0016082768770549092
3 3 2.8896663642587823
3 21 0.023479066029856062
3 22 0.0897451450134573
3 30 0.06472592749120594
3 37 0.053540953163516196
3 45 0.39528013669770223
3 46 0.21077061805648056
3 56 0.14145147126675342
3 65 0.0074358051974181645
3 69 0.0029735884290460336
3 79 0.5739708943847543
3 86 0.050466630143652824
3 89 0.01941333303849523
3 99 0.017826332379234554
3 100 0.03154744838178154
3 104 0.17742050009109755
3 109 0.0023216649689208483
3 125 0.0039003451526509144
3 134 0.04649718075341113
3 146 0.009817693298626053
3 154 0.2108047620395276
3 162 0.0024884609976524794
3 163 0.21351086287284873
3 165 0.013808318415263386
3 176 2.8292254882880684e-05
3 185 0.0037095785662734546
3 191 0.05652882603538977
3 211 0.022948628181017176
3 219 0.005827498422706206
3 220 0.0006428150841719366
3 238 0.10100619397195637
3 243 0.0687946723219169
3 249 0.002672818620053562
3 255 0.11902765783121548
3 294 0.047125655325536794
3 297 0.05408095714496616
3 303 0.0035137100579679527
3 304 0.2764783420112122
3 314 0.0050925868756361735
3 318 0.0040561213673092865
3 323 0.20083464234398557
3 329 0.1891613317327903
3 341 0.030749440474122917
3 353 0.04649534894718357
3 368 0.6515326135899386
3 370 0.0128682635982932
3 377 0.017204131784983114
3 386 0.013866086702152359
3 392 0.17767476264220117
3 400 0.16632937696942626
3 404 0.017670433608628192
3 413 0.03474076501429797
3 424 0.8098289215605663
3 442 0.0027394550698297605
3 448 0.002879293034346975
3 456 0.47966192314161477
3 465 0.021129078829599548
3 472 0.0008864923922618025
3 476 0.04215187122944202
3 489 0.002484505609270295
3 494 0.018622723836915343
3 500 0.30618902437667816
3 501 0.059048672866608094
3 503 0.6325519736272549
3 510 0.0009263875330702446
3 518 0.10022120683633692
3 519 0.12167104610682851
3 525 0.591111655905729
3 530 0.0437625835947132
3 544 0.14053150736425
3 548 0.0007386231716148656
3 552 0.06325745264533299
3 560 0.49411921214702736
3 569 0.00952604298635767
3 571 0.00934411143797984
3 584 0.06737317401046267
3 585 0.14955938225646395
3 591 0.13500589370543728
3 593 4.3301209740121326e-05
3 596 0.02158846895229702
3 602 0.162001403534884
3 608 0.07855531224829157
3 617 0.06655164991649333
3 618 0.019037268249823245
3 629 0.004786803491832576
3 637 0.011661842116477817
3 640 0.0030481976431413855
3 641 0.006061513941270401
3 650 0.7879220538190204
3 652 0.007252722996984589
3 662 0.3916488415853648
3 665 0.16282248287069429
3 669 0.29868110238892304
3 671 0.06470312947408766
3 672 0.008032599030107805
3 682 0.04678862946518352
3 686 0.19967146342612763
3 690 0.036755763318475625
3 706 0.0009460925555197151
3 713 0.3155701492114044
3 721 0.15160653368208638
3 727 0.156653184767391
3 728 0.13749925118669198
3 730 0.056591215078378825
3 732 0.0012496097766135428
3 743 0.059447538550749884
3 758 0.03451531114983042
3 776 0.09775939371722604
3 777 0.029079878009773366
3 796 0.00921151240180501
3 799 0.3749095381628523
3 808 0.16399832397175165
3 823 0.003075912007559551
3 838 0.02280127862698715
3 846 0.014365036989657366
3 849 0.11323401109244201
3 866 0.00955177596317864
3 871 0.04955677443888634
3 876 0.054786158520367126
3 879 0.020140256846970496
3 888 0.07560338849421595
3 890 0.07674896392394506
3 899 0.00066445394284613
3 905 0.08729350753904512
3 908 0.0022353061522133104
3 909 0.004102049318387572
3 914 0.5028519029294041
3 926 0.4010872743173461
3 932 0.0004763595860483323
3 936 0.00017638012900582752
3 961 0.20658591206605295
3 962 0.014639418162121061
3 964 0.04618287319648355
3 970 0.03256732072930245
3 977 0.023094546717153108
3 981 0.1749553759395596
3 990 0.016629786914803494
3 998 0.14817767520743338
3 1016 0.2213181451690376
3 1021 0.014373658665015198
3 1023 0.0052228120259357235
4 4 0.7527140467694378
4 7 9.552103219570762e-06
4 21 0.00015103977543232542
4 23 0.00024982324527024713
4 79 0.43834931214380357
4 81 0.0008990205150028065
4 101 0.0004476642694921207
4 112 0.0012236385973371784
4 113 0.12221868857825352
4 126 0.2774043134538144
4 143 4.9313411878824086e-06
4 161 0.2343987553026086
4 184 0.015644051923805257
4 195 0.5099084878932199
4 207 3.975132979021147e-05
4 227 0.0019968364193416206
4 229 2.094343088750213e-05
4 238 0.06901439135021425
4 249 0.1778027872122924
4 251 0.0001283323437369115
4 257 0.013749987867047118
4 305 0.08165834893271447
4 348 0.00046439438021522625
4 365 0.1870681188090559
4 412 0.17992345206390645
4 416 0.0084909919621459
4 421 0.006815619688019206
4 435 4.822036199345373e-05
4 445 0.2571816155200606
4 481 0.056583880248593385
4 493 0.0988914387813512
4 504 0.09259733051599472
4 505 0.0011283592096530402
4 523 0.15520036364045472
4 530 0.06895597312553843
4 545 0.31469423992464945
4 590 0.0002369902487243991
4 614 0.24325123599588913
4 638 0.0002501118246378255
4 640 0.40737019550406356
4 644 0.3720066881562088
4 660 0.1313425892129859
4 682 0.0005447172992937855
4 687 3.710832907980866e-05
4 690 0.0008176252861834465
4 695 0.030004708929251108
4 703 0.01578699665307127
4 710 0.30830748674065994
4 745 0.13356315820215414
4 746 0.05959221270106619
4 776 1.2654105585592139e-05
4 789 0.06211790608055782
4 805 0.0017508826802158858
4 814 1.438296432697055e-05
4 842 0.000324658630514793
4 846 0.1339030614683657
4 860 0.009207970279724736
4 871 0.0011513784588202645
4 873 0.06492689108568327
4 886 0.027266585882908145
4 907 0.06709184090466347
4 915 0.2439997767917404
4 919 0.24032096293741798
4 923 0.2511303456694603
4 952 0.30787894338564403
4 954 0.004680623764893633
4 961 0.01702563358902396
4 962 4.666109499981208e-05
4 968 3.57526753714352e-05
4 982 0.23619561003964534
4 991 0.028052068583519704
4 1004 0.08882648772656455
4 1008 6.272068629306798e-07
4 1018 0.011635666163643987
5 5 1.806370667932143
5 14 0.020132555109076623
5 16 0.06611593571100323
5 27 0.12616404181602295
5 47 0.003763483084240931
5 51 0.00811366258750594
5 52 0.047598721165665596
5 55 0.15190506853095528
5 67 0.04578873058883905
5 89 0.03371781605944527
5 95 0.04904714821644673
5 101 0.05215627532064834
5 104 0.009884572718075843
5 106 0.1488483397677442
5 124 0.26931713398803897
5 142 0.037787767609236994
5 162 0.028224382480276367
5 164 0.00011689099424600092
5 187 0.423001520092056
5 188 0.08535326117879001
5 205 0.04727381541266306
5 206 0.07283588103826136
5 208 2.526887342031204e-06
5 217 0.05797774530108905
5 225 0.058101725504131514
5 232 0.06315373898553188
5 238 0.03428285758463901
5 245 0.03592051378097337
5 250 0.0004936497157636183
5 252 0.32635597041803566
5 256 0.0012328500431675494
5 266 0.019366926810824577
5 272 0.586830259787865
5 274 0.08963818684273606
5 284 0.11057780393267044
5 289 0.06775516911957787
5 306 0.04605753562180092
5 310 0.0013923090858547395
5 323 0.004938003665983098
5 326 0.4294227199080348
5 335 0.09540338892085169
5 336 0.07556553098629795
5 343 0.008355399544718697
5 351 0.6416074305861309
5 357 0.12474753852290427
5 361 0.13895929831653042
5 365 0.01309045061518831
5 387 0.0005960299163112172
5 394 0.1290692438730585
5 396 0.0072239088373677604
5 402 0.008202194187731039
5 420 0.001264143473653043
5 433 0.0064192954828394665
5 445 0.11273150707437263
5 447 0.14227457595648318
5 457 0.004631423246383904
5 460 0.11948805757918736
5 468 0.00031195909353873996
5 475 0.002465798251629052
5 482 0.01007039628839742
5 492 0.020439652574202338
5 498 0.1746406849554351
5 512 0.0004253845447099518
5 514 0.00037070216487315613
5 530 0.008880074152534664
5 531 0.3940596380792802
5 535 0.07574937820955592
5 563 0.02330364922180569
5 564 0.005251825451988857
5 612 0.09627352479756643
5 619 0.001416780008597665
5 620 0.09830954575841308
5 622 0.06790633738896246
5 664 0.04440749258102383
5 670 0.0003753862066213853
5 675 0.019203667032959195
5 691 0.11751265241398626
5 726 0.10789917497764011
5 746 0.5586493215171938
5 748 0.007977985411796387
5 760 0.0043482367933073765
5 762 0.007911915373948265
5 774 0.03345919387280029
5 777 0.19881433124787146
5 786 0.0006695375705557199
5 789 0.014470166376389619
5 790 0.2195102068742143
5 795 0.0013560749844431662
5 804 0.2950327001623401
5 806 0.1522620239231836
5 807 0.0035492315636293345
5 815 0.01318125050484456
5 819 0.2058069625037084
5 828 0.10460588801130812
5 829 0.01136572760620294
5 840 0.04753450757691607
5 841 0.0004805638908428199
5 849 0.005111634942682304
5 857 0.005094346255193946
5 861 0.0999397564147392
5 876 0.006884680361447702
5 899 0.008883575712005296
5 905 0.05247287715040758
5 906 0.000845616069621078
5 914 0.037055666699987305
5 925 0.06009293958563602
5 928 0.14359569942464614
5 935 0.07642827255305126
5 941 0.06463125609387153
5 944 0.04914499200745997
5 945 0.0654744550476241
5 947 0.009088243721638956
5 960 0.04438581663781064
5 966 0.005886168713636916
5 982 0.308341775067442
5 988 0.18699366519701516
5 991 0.08132777560940145
5 993 0.000295088439191691
5 1003 0.4539247735586236
5 1011 0.01631790607025362
5 1013 0.9334593649245604
5 1019 0.03627068845246679
6 1 0.08862139057400521
6 6 0.5244547691297081
6 8 0.005489793159482993
6 15 0.005057941040620245
6 18 0.007657606620534322
6 21 0.03287670389048827
6 22 0.046971670624155984
6 30 0.0024295725780724207
6 50 0.02124840937981759
6 59 0.16873808529109421
6 68 0.15751346425191476
6 100 0.06746557911188272
6 111 0.009627735958314296
6 113 0.15061926418033308
6 118 0.012391111662115357
6 124 0.03339505538296159
6 126 0.03794327196375288
6 135 0.30202019526421664
6 138 0.005779772030482011
6 147 0.11077604206121547
6 148 0.16038101803106425
6 150 0.024523993583016136
6 151 0.0023279430146286298
6 164 0.021966647884357027
6 182 0.03594667378328177
6 192 0.002213746668335684
6 242 0.08098482761329906
6 248 0.0017912515896875364
6 249 0.029439583151449473
6 258 0.08483564107620051
6 262 0.002302432210841902
6 268 0.027679798135363573
6 271 0.016423551034369082
6 277 0.22481435241629297
6 286 0.06359536832667527
6 291 1.1369317979241732e-05
6 322 0.02905654057213452
6 329 6.310566297693381e-05
6 331 0.028177090211819415
6 343 0.22220714607449554
6 347 0.050152239104412175
6 358 4.041118177776958e-05
6 361 0.13466290439465475
6 370 0.038454172304470575
6 373 0.005529140451696769
6 374 0.01946472744658463
6 377 0.000635867536614098
6 395 0.0002899199263662887
6 401 0.05096992964467798
6 420 0.14217889566139275
6 424 0.00022577362723282747
6 427 0.005873543912642024
6 428 0.0008407689252196523
6 434 3.929388588113211e-05
6 438 0.1660851996873196
6 442 0.056282100642222256
6 461 0.055410048554382925
6 469 0.026401177504531897
6 476 0.0020636224706370556
6 501 0.011854708988809486
6 502 0.0010926753853194658
6 506 0.03567365075551856
6 507 0.09316017697356024
6 511 0.009510188265153725
6 521 0.0018521141553216609
6 528 0.001982435151193215
6 530 0.0035337554287514237
6 549 0.007861645504906947
6 559 0.022651286537295444
6 561 0.23078576222643235
6 570 3.417184335201454e-06
6 575 0.14266528862465677
6 576 0.009217045354021451
6 587 0.002935559298079253
6 600 0.0876840751370058
6 608 0.074046767815721
6 609 0.0010610819994621283
6 613 0.414521753077537
6 621 0.0053565310822517006
6 633 0.16723016552541603
6 636 0.07088922720617419
6 638 0.08354478344655168
6 641 0.012074444843751187
6 648 0.02430313646246581
6 657 2.906728233362078e-05
6 661 0.031534151076694335
6 671 0.008870908256280714
6 674 0.0065018602163579185
6 681 0.13975126296141552
6 689 0.007402131569214911
6 702 0.37698887154675614
6 706 0.03261519762373507
6 717 0.023727599733894086
6 732 0.0008953817712372102
6 733 0.005011988562551314
6 735 1.0946321445868584e-07
6 740 0.05527087984033204
6 743 0.08071843574993955
6 746 0.10298910763841528
6 761 0.11203842383717856
6 767 0.15001870322633026
6 768 0.028315442063780484
6 785 0.08945040113679462
6 789 0.01640056322369363
6 802 0.05752794870788242
6 823 0.010266374479638168
6 830 0.13501119907999068
6 832 0.03509608326969023
6 838 0.10910388655950191
6 843 0.09850515436559283
6 851 0.032847048155887515
6 852 0.01693975036404882
6 858 0.07209221289814305
6 860 0.010573696767436316
6 864 0.15225962892686498
6 884 0.007769848228558458
6 886 0.07278214091566651
6 900 0.002548868676681703
6 902 0.0011870523481694426
6 912 0.1259289105329549
6 924 0.014392401440393804
6 937 0.0458037306121678
6 944 0.000980007642585172
6 984 0.021056330804265694
6 1002 0.0596489648372424
6 1009 0.021335999571290794
6 1011 0.0032903931172534075
6 1012 0.022125569567469913
7 1 0.0035081915323171547
7 4 9.552103219570762e-06
7 7 0.6208258521234282
7 15 0.1304992189310411
7 40 0.0018347394550002174
7 45 0.002553531069525237
7 58 0.23073006137451518
7 61 0.24419499063811226
7 64 0.0032324927971378115
7 68 0.010702737842648875
7 71 0.0299701621435463
7 76 0.044170931084596625
7 82 0.0041308019105566985
7 90 0.17493798135681704
7 91 0.0028362129738099947
7 94 0.05774969928178496
7 101 0.0016811446442706395
7 103 0.20935122161867753
7 113 0.0005860464705377151
7 121 0.008154591789178961
7 144 0.002545365588585277
7 145 0.03708006982512318
7 186 0.04236756311990288
7 191 3.422775098975243e-05
7 192 0.0020948759089519787
7 201 0.0009261223831187875
7 218 0.009029300110644642
7 219 0.14714909707263102
7 220 0.20001387610210766
7 223 0.19788934596891375
7 226 0.604715767633214
7 245 0.09541055626498879
7 256 0.05192236916599954
7 268 0.07271054646699648
7 284 0.000330794931873024
7 286 0.1996231034159121
7 305 0.0073296045200198015
7 317 0.043708497334396114
7 319 0.0017543442718579774
7 323 0.01242689877348571
7 328 0.0028097431252211346
7 330 0.026293533837877064
7 331 0.016195091882900966
7 335 0.025948367062102407
7 341 0.11178951844003052
7 342 0.0017647249250346084
7 350 0.011160417126715682
7 368 0.030665622241454842
7 379 0.006285229074134964
7 413 0.13929812678000686
7 425 0.36459164363155544
7 426 0.13738646664838985
7 429 0.10058671799343409
7 432 0.0006793922886534541
7 433 0.06295514834833191
7 434 0.25388951929031334
7 437 0.011805193711082185
7 439 0.04159698092865294
7 446 0.027339089564026715
7 447 0.17962650755402707
7 449 0.0012564967484763611
7 451 0.13323721800118007
7 452 0.019482296362344585
7 469 0.3454535678749607
7 475 0.21701972444044434
7 479 0.11237646854367768
7 485 0.03737159661502006
7 490 0.00019731550899978922
7 492 0.2371815352921834
7 495 0.0004716695444216176
7 499 0.0005197299489247035
7 505 0.004237405509878531
7 507 0.004125471765197781
7 510 0.009670619845070212
7 513 0.10733401338064981
7 527 0.05082166940877333
7 548 0.34100054376069416
7 558 0.3151216200251606
7 559 0.01759142302594196
7 578 0.13055559672335276
7 580 0.02373568819975145
7 584 0.025021182758468475
7 592 0.05759926264983451
7 594 0.003003062302336625
7 598 5.805377964110178e-05
7 608 0.00024920429066405505
7 609 0.0281496873351524
7 626 0.0012138687332121753
7 627 0.0008721179130520169
7 645 0.10617134469564742
7 647 0.25711912040164886
7 671 0.016225011144979422
7 682 0.010448125717360755
7 691 0.028944737926033158
7 695 0.061830877337052066
7 711 0.008345997115826807
7 733 0.042481488242069855
7 741 0.14634755262894059
7 752 0.0005307647652050099
7 755 0.199927232212613
7 761 0.16216518674149547
7 770 0.10401967676681066
7 785 0.029068019951036746
7 788 3.819305148713405e-05
7 795 0.037262415997512045
7 808 0.01852571986622096
7 812 0.0006012607648658637
7 830 0.1829632086812569
7 838 0.10822235529645405
7 841 0.030520263370775597
7 852 0.02975125729999379
7 853 0.005965916718554936
7 858 0.02248131067607439
7 865 0.21141512652346792
7 874 0.15623538544042667
7 876 0.0021308509824223957
7 878 0.223656178499446
7 881 0.023624407849847567
7 882 0.11190015963832693
7 883 0.019387069048180453
7 898 9.181671047880969e-05
7 913 0.016827565284576983
7 922 0.0003267464495397195
7 932 0.00571793794498446
7 939 0.0017808223939687045
7 957 0.29104540342956686
7 963 0.0003643517764868606
7 967 0.0007327611783888097
7 994 0.008850993773445443
7 1000 0.2314451302430412
7 1009 0.2694440932991905
7 1017 0.024006190530117023
8 6 0.005489793159482993
8 8 1.0645585393555284
8 10 0.005782800819826881
8 17 0.00023942025247053908
8 18 0.631501688115602
8 22 5.237988786267218e-05
8 42 0.009592747530606857
8 56 0.09798779599615182
8 78 0.04026550525658054
8 100 0.00041665223682990925
8 104 0.03983042196708935
8 116 0.10548405375665566
8 133 0.12173307399398262
8 138 0.0007559182997153067
8 150 0.10873569672620541
8 151 0.19197903684850356
8 157 0.07235264430059568
8 159 0.011504050004188606
8 164 0.2003896791366816
8 169 0.0006488067113514199
8 178 0.014599146512443076
8 181 0.22354710046504683
8 184 0.1666675677727732
8 192 0.001009046477906533
8 193 0.01811890190197541
8 194 0.005824264866467718
8 218 0.031144676228393748
8 227 0.23919875464892473
8 232 3.940670873574544e-06
8 233 0.01733019637445906
8 234 0.0009529513059882246
8 244 0.0011924903387990416
8 254 0.0002590996852046596
8 260 0.1279911874639844
8 266 0.05210665533666444
8 272 0.0006033380170099986
8 274 0.05776665758647444
8 278 0.01273453538617917
8 310 0.0029638475994648544
8 322 0.0027960309634522504
8 326 0.01908137703615606
8 329 0.005204149896225311
8 347 0.07510616760035586
8 360 0.0022917091120105244
8 372 0.04040254956872525
8 377 0.324659055914349
8 383 0.0003029766969778272
8 395 0.16000731413922553
8 401 0.2331417841000397
8 402 0.007179733107383191
8 414 0.0002513775403235807
8 421 0.20831545982739053
8 434 0.003240458343735774
8 453 0.004475431502713908
8 462 0.002119540322911908
8 463 0.08105228668587351
8 476 0.17018125093368383
8 477 0.15788904735909687
8 486 0.2794119498840806
8 501 0.0007128744196595189
8 502 0.0901099239730156
8 505 0.002979135854461559
8 507 0.019215173517481917
8 520 0.005311387806018976
8 530 0.06608700422292488
8 544 0.028005986613209206
8 549 0.6483282118987662
8 560 0.00020023704758431737
8 569 0.05141961070405995
8 583 0.0020044925060771946
8 597 0.2943107240909706
8 606 0.002628819921242838
8 632 0.1508577951660946
8 650 0.001747105875163742
8 674 0.0005384364270789784
8 688 0.5117184693981739
8 705 0.05050362933443473
8 706 0.41068340405774384
8 711 0.007550630653601969
8 721 0.07657834565336981
8 729 4.7294362849918804e-05
8 732 0.07383966401825716
8 735 9.027129251044876e-06
8 736 0.2161417719280932
8 737 0.16571464207111397
8 739 0.0021284506041271615
8 743 0.03175324888385717
8 759 0.00033413115727103044
8 775 0.00021400146182745794
8 789 0.040089146608064216
8 801 0.004729476064740761
8 817 0.21262463318536037
8 831 0.004390098985198918
8 832 0.005463846091334938
8 844 0.00041974276607129366
8 847 0.052558235647518874
8 858 1.9561073554434717e-05
8 860 0.043060276768783566
8 877 0.16185297907611293
8 879 0.0010204480434639876
8 889 0.1672707300773138
8 905 9.443944213567751e-06
8 908 0.012449538031169818
8 921 0.0008487515465359017
8 925 0.01028265502983497
8 969 0.158413068773131
8 979 0.031037617134663006
8 988 0.062100982325103776
8 996 0.000934786210504384
8 997 0.0022515478012789677
8 1001 0.1966358928547817
8 1005 0.20547305441521682
8 1011 0.2713496410924928
8 1013 0.0174450674153741
9 9 1.5749298445726991
9 51 0.0033561230314578384
9 64 0.21585143124763956
9 65 0.20073524004670734
9 70 0.005108459289253509
9 78 0.0055816749296493376
9 93 0.6391650274627747
9 99 0.00607932226479112
9 110 0.519758929800219
9 119 0.2864501008020853
9 137 0.013216214518760474
9 142 0.27502678099132777
9 169 0.009364149724327302
9 193 0.0002580252607698843
9 217 0.1295694492646206
9 223 0.001103528740190175
9 232 0.000613700374637519
9 256 0.0010379155508456754
9 278 0.578861411781309
9 295 4.394863546291652e-05
9 309 0.42948786513210274
9 310 4.2850523151753056e-05
9 320 0.08190175513109951
9 324 0.12069666611184275
9 341 0.00029153490052508265
9 352 0.16854634706278074
9 361 9.428915034900507e-06
9 368 0.16075773380434824
9 397 0.003368262433926445
9 405 0.00019128066816503954
9 434 0.15783638560909902
9 451 0.0028251301294699676
9 458 0.09740935467640201
9 477 0.00844103217215637
9 491 0.01472463261279468
9 518 0.04715596948611195
9 530 0.004926450529834759
9 540 0.0008882390939326299
9 553 0.00017869852927995293
9 563 0.0010064931023625703
9 583 0.16087324189283408
9 603 3.253378111226479e-05
9 620 0.02948775783096992
9 648 0.0010134976447356378
9 650 0.04758499027908374
9 660 0.002267476689587388
9 663 0.04162042438262945
9 665 0.003870778400246917
9 687 0.5151411658359695
9 699 0.0005601299067766909
9 709 0.004576278041214391
9 710 0.0033186750180434184
9 726 0.4329151350257585
9 731 0.00014832991195406125
9 733 0.004520033868210955
9 737 0.0030904815631354076
9 741 0.000842345216175507
9 743 0.05951086744457072
9 750 0.050715930546030616
9 758 0.03419150914019937
9 765 0.12919830144851552
9 781 0.08250418293622028
9 783 0.1434228294231779
9 802 0.04370018848356324
9 807 0.01842758934124251
9 808 0.04355283583017135
9 813 0.01807680558021791
9 814 0.05599823130473806
9 825 0.0005922909906673509
9 829 0.003649456028421536
9 830 0.00867239956106959
9 840 0.018969046437834886
9 860 0.00021038833098026822
9 861 0.006356103905212585
9 869 0.07072215599023944
9 871 0.7933015539624793
9 872 0.004487266373909624
9 902 0.00018020447478913715
9 905 0.005228304676977765
9 917 0.001571757111703059
9 927 0.00016072973298293498
9 934 0.13680266231238275
9 941 0.012686913108258894
9 945 0.0007070892759387645
9 946 0.016834266198218137
9 959 0.0006762675689781672
9 964 0.0022386009205581955
9 974 0.000806016575902563
9 975 0.005644691912966435
9 978 0.011267326327410081
9 987 5.875305883048957e-06
9 1023 0.4203946418460489
10 8 0.005782800819826881
10 10 1.8464534812283295
10 15 0.015847045811309933
10 22 0.0007980634656965961
10 23 0.052445149519897837
10 37 0.08891086722864244
10 40 0.015819213298501018
10 53 0.0003245712716536978
10 60 0.0014656494237932425
10 66 0.000177312033396851
10 98 0.04213696483623651
10 100 0.00634814127488193
10 105 0.0010884655413839445
10 122 0.013237007637846647
10 128 0.00014600571717837351
10 139 0.00225715646223467
10 141 6.163956341276798e-05
10 159 0.17527647328990156
10 162 0.0924131059195838
10 173 0.5247753948455729
10 175 0.1290504914624137
10 197 0.01730529809243781
10 206 0.0026215237821452663
